supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
64.77,52.78,3.18,4.23,31.18,49.87,2
62.07,58.35,3.71,9.42,52.09,71.39,2
53.02,51.87,1.17,0.94,51.83,41.14,1
37.85,36.81,4.67,5.93,48.77,62.1,2
54.21,50.08,3.85,2.86,58.7,47.8,2
99.01,35.71,0.9,0.37,75.57,20.84,0
82.4,34.39,1.36,0.09,59.18,26.88,0
41.47,43.28,0.35,0.48,47.89,41.06,1
91.97,47.61,0.34,3.02,69.15,18.03,0
54.96,50.7,0.07,2.0,64.15,41.66,1
47.34,68.33,1.25,0.51,46.61,50.34,2
27.58,40.03,5.69,2.71,60.85,48.68,2
90.89,53.94,1.9,0.3,44.95,24.98,0
85.83,52.36,2.1,3.45,42.69,43.17,1
73.94,37.83,0.71,3.16,76.12,31.99,0
89.79,51.47,4.28,7.19,68.94,36.68,0
54.98,70.05,2.09,0.33,75.41,35.78,0
67.48,53.73,5.64,4.74,72.7,50.53,2
77.9,54.53,6.76,0.83,42.26,47.43,2
78.66,35.89,4.39,1.08,80.03,25.73,0
63.71,89.38,1.62,1.26,54.05,47.27,1
92.0,37.03,3.55,1.97,78.58,21.8,0
59.53,16.64,1.45,10.0,57.5,58.6,2
94.1,67.2,11.66,1.83,66.26,48.26,2
88.11,47.7,7.27,5.23,66.86,42.75,1
85.76,43.94,3.4,0.59,76.26,20.79,0
36.77,39.09,16.83,1.02,27.31,64.73,2
57.49,87.43,3.96,1.4,28.47,67.42,2
55.79,57.09,1.99,0.78,73.43,36.92,0
64.08,61.0,0.5,7.53,67.13,50.19,2
76.44,53.25,3.92,2.59,44.49,42.77,1
53.04,55.4,9.85,1.3,67.29,49.36,2
50.26,77.97,10.08,2.78,31.84,69.58,2
64.27,44.98,4.64,1.26,100.0,32.25,0
57.62,20.86,2.5,0.03,86.23,24.59,0
75.62,67.36,5.25,1.57,72.45,35.15,0
24.58,59.93,7.18,1.96,61.51,65.45,2
80.88,52.16,2.65,7.95,47.63,50.34,2
79.68,59.42,3.23,0.08,33.8,35.96,0
67.24,42.59,5.71,1.44,57.72,37.56,0
80.56,50.41,10.46,0.21,42.8,40.82,1
83.96,47.37,7.83,0.32,43.97,41.75,1
81.45,38.17,0.11,1.89,31.66,38.13,1
88.11,73.78,0.66,0.53,64.99,27.71,0
72.43,21.75,9.58,2.77,52.46,35.28,0
69.77,97.22,8.97,1.44,70.7,51.17,2
56.29,67.55,2.46,0.49,69.14,38.85,1
22.29,14.44,4.39,1.36,64.59,37.83,1
90.02,45.52,11.81,0.0,100.0,29.11,0
61.2,46.63,12.13,3.97,76.47,53.37,2
86.96,57.84,7.64,0.03,34.79,42.86,1
65.89,30.21,1.18,0.01,69.17,18.48,0
88.72,50.64,6.55,1.89,58.92,41.72,1
61.75,47.58,0.53,7.26,33.17,64.0,2
80.58,35.25,11.22,3.87,31.57,61.99,2
70.95,32.46,0.81,0.58,69.06,22.76,0
65.02,68.38,5.43,0.44,73.95,45.38,1
61.39,16.07,4.71,1.97,39.07,42.52,1
53.96,59.56,7.5,3.46,79.4,52.5,2
71.73,65.95,4.01,0.9,65.7,40.98,1
81.24,45.63,0.31,1.13,83.92,26.96,0
96.11,51.05,6.12,0.25,81.79,31.78,0
59.36,73.27,2.42,0.33,56.83,39.54,1
49.57,35.9,1.93,1.68,92.71,36.4,0
38.79,37.97,23.94,0.22,37.52,85.14,2
50.89,40.09,4.46,0.45,100.0,36.99,0
70.24,73.31,6.2,0.53,42.42,57.09,2
68.0,75.85,3.74,1.17,59.04,32.37,0
77.12,22.08,7.35,0.09,48.66,36.89,0
52.35,70.12,6.97,1.39,52.46,56.58,2
77.84,66.38,5.35,5.28,100.0,49.61,2
77.04,81.07,30.0,0.05,50.75,76.5,2
57.31,57.7,3.08,1.99,77.02,38.9,1
59.24,49.11,6.12,3.61,55.29,56.17,2
29.71,72.9,7.99,0.75,78.73,52.13,2
87.21,63.98,2.36,0.28,49.12,35.46,0
64.18,94.9,3.05,0.09,65.12,46.17,1
77.71,69.17,17.4,2.07,72.57,59.74,2
66.23,53.07,0.16,1.61,45.56,41.41,1
75.76,26.52,2.04,0.52,100.0,12.69,0
83.84,38.38,3.33,3.56,73.62,29.72,0
70.98,21.28,0.01,2.66,55.48,28.89,0
76.34,45.7,11.47,0.65,46.06,42.13,1
87.25,68.52,1.69,2.8,61.83,44.27,1
74.98,49.93,1.49,0.56,35.68,32.5,0
57.98,70.43,8.58,2.25,95.65,53.52,2
50.45,56.75,1.63,0.25,68.63,34.02,0
66.92,41.94,5.36,2.36,58.24,46.21,1
52.46,51.75,8.62,0.55,80.92,37.26,0
79.51,59.44,7.86,1.7,45.57,54.98,2
28.61,52.78,7.62,0.38,36.88,65.28,2
57.49,53.01,0.46,2.59,57.4,38.93,1
76.02,34.62,0.42,0.13,62.55,20.15,0
73.52,41.34,1.83,0.36,70.61,30.1,0
78.27,95.17,0.18,0.41,30.47,37.88,1
41.56,74.57,3.47,0.08,50.87,51.59,2
77.86,20.52,2.51,2.73,0.0,38.33,1
52.06,2.66,4.07,7.92,36.35,52.42,2
79.51,51.52,1.77,3.01,74.31,31.15,0
61.36,67.87,3.33,3.94,79.22,43.57,1
59.44,39.6,2.04,0.01,37.16,46.25,1
70.27,70.43,1.09,0.25,53.51,41.98,1
82.3,51.19,5.24,1.64,60.51,30.56,0
61.54,46.74,5.6,7.62,81.56,49.98,2
43.6,65.12,8.84,2.16,90.58,58.03,2
71.76,39.36,10.39,0.94,63.06,48.47,2
66.36,44.27,6.09,0.32,54.79,33.21,0
69.64,63.4,5.82,0.33,31.13,51.78,2
98.37,49.37,0.29,0.9,62.16,24.42,0
76.86,88.18,0.58,2.5,100.0,26.4,0
78.93,63.88,8.37,0.06,85.8,35.83,0
28.47,62.58,1.33,3.82,63.5,55.27,2
89.24,49.01,2.2,5.68,66.07,40.0,1
60.1,67.5,0.79,4.39,46.23,45.15,1
81.48,43.55,1.09,4.88,52.86,35.9,0
58.56,55.65,7.47,0.03,62.95,41.92,1
40.32,31.67,1.52,7.61,63.01,51.85,2
65.39,70.79,2.98,0.91,80.21,36.19,0
57.24,55.81,0.82,4.07,79.24,41.68,1
62.35,89.65,5.66,0.41,70.41,50.7,2
73.76,97.85,6.51,1.18,40.02,65.93,2
89.08,65.27,2.24,0.09,40.77,39.38,1
57.56,51.37,7.68,0.08,42.24,55.43,2
87.45,31.08,1.37,5.74,64.71,32.6,0
95.15,68.09,5.89,3.33,19.47,46.71,1
47.61,54.21,6.55,1.51,59.87,54.89,2
56.13,60.76,17.31,1.49,88.17,60.33,2
77.4,84.6,1.32,2.76,73.34,45.8,1
73.05,33.51,0.49,0.84,52.99,24.28,0
84.22,31.51,1.53,2.87,46.03,36.11,0
60.46,45.27,0.66,1.33,76.11,31.38,0
82.41,66.42,0.93,2.03,66.12,32.83,0
84.35,61.1,2.03,6.7,55.07,46.91,1
60.71,32.09,2.67,1.27,48.22,39.81,1
88.76,65.13,11.7,1.08,61.53,51.48,2
60.26,25.98,1.09,4.72,53.94,39.24,1
91.73,33.25,17.83,4.66,75.69,55.77,2
82.2,47.69,8.31,9.76,84.82,58.87,2
93.96,38.93,10.66,1.6,32.66,48.7,2
83.34,67.8,13.26,0.84,35.48,61.78,2
52.04,55.73,7.0,0.55,86.96,51.85,2
97.36,85.31,7.77,0.07,63.32,38.97,1
81.83,45.06,2.88,2.59,37.37,47.35,2
90.03,47.56,3.57,0.53,79.67,26.22,0
47.21,74.21,13.48,1.87,66.83,60.43,2
48.62,48.18,2.38,4.97,100.0,40.19,1
80.74,79.88,0.21,6.0,55.29,52.34,2
34.77,60.82,7.19,0.01,82.17,52.77,2
80.93,2.94,4.26,0.76,31.02,23.46,0
59.88,73.55,8.43,3.63,87.92,50.75,2
83.7,68.25,0.39,1.54,78.88,27.95,0
74.84,69.03,4.85,3.3,92.09,37.59,0
78.71,11.78,1.42,3.84,82.21,15.22,0
48.61,36.74,11.68,1.17,58.02,42.34,1
94.33,38.23,0.58,0.89,36.58,25.13,0
95.56,33.18,9.26,1.22,47.96,38.22,1
66.07,84.84,0.46,2.12,24.78,55.7,2
82.16,49.76,0.13,0.92,41.58,25.14,0
48.03,49.27,1.34,2.98,68.52,36.95,0
74.6,61.04,2.03,4.69,59.04,43.19,1
70.44,61.39,4.92,0.66,55.53,42.17,1
44.63,0.0,0.71,6.7,44.14,50.65,2
66.93,37.07,2.88,1.95,24.55,47.05,1
72.9,21.74,1.14,4.21,63.64,31.24,0
57.18,58.01,9.67,0.22,67.58,50.68,2
67.92,44.22,0.23,0.58,40.17,30.22,0
90.83,50.31,2.2,0.77,49.33,31.07,0
86.84,8.43,4.99,0.72,90.84,16.86,0
61.97,43.8,12.21,0.38,83.19,52.01,2
68.2,72.3,10.12,4.05,30.31,69.34,2
78.64,78.19,11.28,1.08,58.31,50.07,2
85.49,64.38,0.32,6.6,89.1,35.81,0
80.72,23.29,9.19,1.75,55.67,36.97,0
81.37,75.19,7.57,0.3,54.62,37.74,1
59.69,64.48,11.64,1.58,81.85,52.09,2
87.9,47.66,1.87,10.0,79.74,46.68,1
98.38,9.5,12.14,1.67,78.71,31.83,0
79.5,69.07,2.58,0.0,54.76,39.4,1
70.51,38.16,5.03,5.41,73.26,45.29,1
42.1,56.92,2.76,0.54,89.89,30.95,0
73.74,51.37,2.79,2.33,59.0,32.83,0
37.72,80.77,3.96,1.45,51.93,55.01,2
73.01,47.49,2.2,0.79,84.6,31.58,0
43.51,49.7,7.87,0.66,100.0,45.93,1
88.49,81.57,5.02,5.28,100.0,43.34,1
46.05,36.84,5.85,4.86,52.51,67.62,2
73.25,66.29,1.31,1.44,54.52,47.07,1
78.6,46.03,17.46,0.6,39.42,63.93,2
39.93,29.95,5.4,0.22,62.36,45.17,1
66.7,50.02,1.1,0.34,38.52,39.59,1
97.23,63.83,6.94,1.48,49.47,42.93,1
46.14,77.07,0.95,0.74,74.02,34.87,0
58.17,79.49,0.33,0.09,67.8,34.31,0
72.49,44.1,3.75,1.21,23.79,42.07,1
65.93,30.26,4.03,2.74,91.41,33.05,0
93.55,43.63,1.05,4.45,38.26,37.25,0
84.46,26.37,2.14,1.76,40.78,32.07,0
76.99,45.65,14.57,2.57,35.22,49.04,2
36.87,43.17,1.68,0.91,46.77,47.68,2
71.13,64.55,0.85,1.37,42.06,41.39,1
83.42,5.88,24.51,2.62,42.55,60.29,2
71.56,35.33,1.8,2.6,10.71,49.06,2
57.1,35.49,5.7,1.11,62.6,35.31,0
71.1,73.74,1.32,1.57,64.64,38.89,1
72.1,27.72,3.99,5.15,100.0,35.59,0
52.94,54.53,2.44,2.0,69.73,38.2,1
84.56,47.44,16.3,2.06,50.07,46.05,1
55.61,70.86,2.84,3.07,35.99,50.0,2
71.16,61.92,4.39,0.24,58.07,39.39,1
55.92,52.42,14.48,1.48,68.97,56.71,2
90.43,38.91,22.66,6.41,49.93,72.53,2
55.52,12.95,0.54,0.9,61.22,24.09,0
49.78,54.94,8.99,0.7,97.95,37.88,1
62.63,60.61,2.41,1.84,52.32,44.79,1
56.64,18.5,4.52,0.5,22.26,40.37,1
90.68,25.33,2.35,1.62,77.47,24.41,0
57.9,55.05,2.56,0.34,66.29,34.09,0
95.3,56.78,0.86,1.73,25.82,25.97,0
67.02,30.19,4.25,1.84,68.55,21.7,0
83.34,38.52,3.96,1.08,40.04,33.25,0
59.63,13.27,1.05,0.96,68.83,26.29,0
89.74,77.55,3.9,0.56,98.15,28.94,0
78.56,24.0,18.08,0.8,56.46,47.44,2
57.91,60.85,6.27,1.38,81.67,36.4,0
93.92,49.3,3.28,0.57,35.43,23.96,0
61.94,75.79,12.39,3.05,29.61,72.5,2
66.01,34.15,4.28,2.47,100.0,30.19,0
79.68,51.23,0.73,0.63,66.16,26.51,0
61.21,16.03,3.96,0.21,72.73,19.85,0
38.04,11.23,1.0,0.0,83.04,21.45,0
95.12,61.93,7.29,1.82,49.44,42.76,1
55.99,14.3,17.08,0.47,76.5,49.71,2
46.6,45.44,2.24,0.03,73.47,35.28,0
81.75,70.23,2.85,0.89,34.1,49.61,2
72.65,64.93,2.74,6.54,90.26,43.97,1
70.52,36.71,1.68,2.34,86.14,35.6,0
76.41,18.23,7.9,3.9,34.33,47.46,2
89.15,60.19,4.81,0.31,64.01,34.04,0
80.63,76.85,0.33,0.15,55.38,39.49,1
40.42,36.76,9.13,0.02,88.37,40.01,1
34.83,33.93,1.04,6.23,31.79,57.16,2
87.27,39.5,19.35,0.71,100.0,38.39,1
99.34,61.43,2.36,1.23,56.51,35.55,0
81.67,74.57,4.79,1.0,74.77,40.56,1
66.88,25.21,0.41,2.62,87.75,31.34,0
75.04,20.03,2.11,0.74,56.08,27.33,0
70.8,96.8,8.11,1.53,57.7,62.93,2
76.32,46.45,3.24,10.0,49.94,54.86,2
79.96,55.06,11.75,1.17,42.29,56.81,2
71.67,36.16,4.28,1.6,65.44,32.89,0
66.27,59.8,13.2,1.4,57.29,56.91,2
86.32,69.2,20.26,3.25,49.81,73.6,2
64.02,56.0,3.02,0.62,50.98,52.32,2
66.65,84.82,4.16,0.37,71.52,48.18,2
83.91,43.47,9.01,2.81,44.05,51.98,2
87.9,44.74,1.25,1.07,55.06,25.64,0
86.69,54.63,9.89,4.9,77.97,49.93,2
80.48,59.3,4.48,2.07,64.94,39.1,1
82.39,54.56,6.46,1.66,39.01,52.01,2
63.18,24.31,0.42,0.15,59.52,25.48,0
49.53,56.25,7.27,2.62,68.74,59.55,2
34.65,42.52,1.86,2.32,79.79,36.35,0
84.25,38.38,8.18,2.04,44.89,49.72,2
75.71,50.65,3.56,0.62,48.83,32.77,0
60.62,30.77,1.61,5.87,46.1,51.63,2
79.28,27.29,15.26,0.78,47.09,44.13,1
54.36,0.0,7.24,0.33,68.1,34.85,0
88.88,84.94,21.23,8.72,71.89,79.02,2
21.08,61.11,2.27,2.74,81.02,58.19,2
62.85,47.66,5.24,1.07,58.18,46.19,1
96.52,36.66,4.73,5.5,31.89,41.66,1
53.75,0.0,5.82,0.19,73.39,31.29,0
96.35,35.43,0.2,0.18,63.18,22.8,0
45.61,64.32,1.72,2.29,61.2,43.86,1
59.03,68.84,12.0,0.39,34.33,56.45,2
63.31,62.85,2.76,4.98,56.08,46.73,1
86.17,53.17,16.18,3.67,36.13,57.59,2
67.07,76.08,1.2,0.73,69.64,33.22,0
43.31,43.43,29.81,4.39,51.4,97.9,2
92.58,71.7,5.98,0.09,49.61,42.21,1
79.16,42.31,7.49,1.59,29.26,37.71,0
78.19,32.38,2.53,5.48,80.54,33.48,0
74.76,29.89,11.88,3.87,54.83,45.77,1
87.8,28.71,3.94,0.88,61.74,30.91,0
27.02,63.18,5.71,0.4,45.29,55.96,2
77.67,35.15,0.5,0.47,26.99,24.29,0
90.06,29.34,4.99,1.45,49.37,32.4,0
66.81,64.27,10.56,1.82,52.57,58.93,2
59.27,56.56,0.98,0.07,65.86,30.06,0
71.37,69.25,6.69,1.07,52.9,46.7,1
43.18,60.25,0.13,3.55,45.63,47.54,2
57.12,34.94,13.03,1.18,29.93,64.32,2
94.82,51.52,20.35,0.37,60.97,51.53,2
75.22,52.5,2.19,6.2,44.07,46.9,1
48.79,31.62,0.57,0.62,86.42,28.12,0
52.57,27.91,5.37,3.2,63.0,43.63,1
83.48,36.39,0.15,0.43,71.24,24.55,0
90.01,90.73,3.29,1.1,55.02,48.45,2
67.63,41.75,1.59,1.35,64.03,39.21,1
75.45,74.66,3.21,1.39,42.19,43.96,1
81.94,40.63,0.09,1.45,36.44,33.58,0
91.53,67.78,0.26,0.51,60.3,36.54,0
74.48,68.05,0.08,1.45,71.41,41.77,1
97.06,69.05,4.83,1.31,21.08,40.07,1
86.39,57.76,4.11,0.47,50.02,38.81,1
45.04,77.55,1.33,8.88,96.84,62.81,2
79.48,57.57,5.2,4.01,69.58,49.1,2
87.13,84.27,10.78,4.37,90.75,60.09,2
76.34,17.6,1.62,2.31,47.32,25.05,0
68.87,56.97,8.92,0.35,50.84,44.21,1
32.02,55.67,5.43,1.68,79.33,55.33,2
66.76,31.27,0.17,3.45,72.47,32.91,0
65.96,61.59,2.35,0.08,58.11,26.58,0
75.61,20.2,3.54,1.37,34.75,25.83,0
68.72,36.92,6.58,1.01,83.14,37.69,0
83.16,10.02,1.69,0.48,100.0,15.48,0
37.5,81.17,20.29,0.95,28.56,79.4,2
96.69,45.37,5.77,8.21,88.07,49.39,2
84.79,93.34,2.33,2.57,50.63,46.71,1
94.07,66.06,0.51,0.71,53.33,25.06,0
65.26,58.96,1.0,1.86,65.39,35.43,0
84.46,38.28,3.34,0.57,35.89,27.37,0
79.12,29.07,3.41,1.89,59.26,28.44,0
67.45,60.46,7.3,4.53,27.77,52.25,2
60.4,48.57,6.48,1.63,69.52,43.53,1
62.96,23.21,1.12,2.64,100.0,28.14,0
73.44,19.66,4.52,1.21,47.21,26.5,0
61.87,30.83,0.1,1.49,56.63,31.77,0
97.77,86.42,2.54,2.38,57.61,36.48,0
81.31,94.27,7.22,3.35,79.73,55.77,2
26.95,54.1,2.55,2.15,68.11,39.46,1
65.12,52.98,9.03,7.59,78.41,64.1,2
72.36,43.27,18.68,3.43,49.88,56.64,2
67.55,31.31,4.67,3.0,68.67,37.29,0
70.36,77.5,0.78,3.73,0.0,55.22,2
46.95,87.47,2.39,0.66,73.35,46.54,1
79.92,32.13,0.05,1.13,35.64,22.18,0
78.48,48.34,4.62,1.66,53.45,47.23,1
58.63,41.0,8.62,1.24,74.91,37.28,0
82.06,41.6,4.97,3.76,29.28,40.74,1
69.28,73.72,7.71,0.05,81.79,51.96,2
85.31,23.76,8.04,0.47,57.51,33.7,0
43.35,59.33,9.52,4.27,89.06,52.7,2
95.73,64.56,1.55,0.12,41.94,31.02,0
50.55,47.16,10.25,0.51,23.74,57.36,2
62.11,67.86,5.31,0.87,59.42,38.13,1
55.4,52.95,1.71,2.78,71.74,37.99,1
57.86,74.34,21.83,1.64,73.42,73.26,2
75.03,19.56,15.0,6.18,37.29,69.21,2
24.52,43.02,4.27,0.52,27.51,54.66,2
87.44,48.56,9.26,4.11,53.75,48.77,2
80.17,0.0,1.52,0.67,70.33,11.74,0
52.99,28.28,2.69,0.56,69.32,38.23,1
51.05,33.73,1.02,1.38,91.44,34.31,0
76.06,68.96,3.67,0.15,52.53,43.74,1
83.62,35.86,3.43,0.97,23.1,37.38,0
64.71,33.64,1.2,0.88,83.93,18.21,0
61.04,66.35,5.59,0.35,63.9,50.18,2
36.8,17.64,0.63,3.94,65.64,41.33,1
89.36,8.58,0.32,0.98,75.34,11.64,0
73.62,42.77,2.43,8.03,85.27,47.5,2
78.86,21.05,2.64,4.6,59.54,36.27,0
52.09,21.81,1.93,0.43,83.53,21.75,0
60.21,61.47,1.49,1.41,71.04,37.25,0
91.88,67.52,2.07,1.84,46.89,28.12,0
88.54,65.78,0.89,3.42,55.34,39.13,1
53.07,72.18,2.58,4.34,72.33,59.02,2
69.73,74.82,11.75,1.96,45.82,52.16,2
64.37,7.43,1.27,0.07,77.73,19.73,0
75.8,59.01,5.77,1.31,63.16,44.66,1
61.49,39.41,0.76,4.32,67.63,43.91,1
46.9,35.05,2.18,2.5,88.81,32.74,0
94.01,61.21,1.94,4.08,67.13,31.27,0
69.47,15.39,13.83,2.24,61.43,44.13,1
90.36,14.98,2.79,0.09,58.35,25.34,0
53.03,62.67,5.86,6.88,57.31,55.76,2
89.99,59.76,4.61,5.0,66.25,38.04,1
76.81,52.73,0.76,0.27,87.27,22.21,0
68.05,32.4,14.03,0.24,47.76,44.9,1
81.22,64.88,2.12,1.55,46.25,39.45,1
62.62,63.61,0.23,2.83,85.7,44.46,1
91.63,51.71,1.79,0.96,48.68,24.77,0
81.21,26.45,2.04,0.29,64.32,22.45,0
63.64,41.5,0.49,1.43,48.16,35.91,0
72.31,66.76,4.84,0.82,26.41,47.36,2
75.52,76.54,2.13,0.87,63.96,31.16,0
70.57,43.47,4.96,2.07,82.3,32.66,0
94.55,45.01,0.03,4.34,58.76,28.85,0
90.84,46.77,20.1,1.64,30.37,65.77,2
93.92,55.5,0.93,2.33,62.18,32.58,0
79.12,38.38,5.38,2.16,44.88,32.59,0
71.52,0.0,6.29,1.6,7.61,38.53,1
43.59,73.86,0.94,0.74,58.38,44.48,1
58.37,85.89,0.59,0.95,70.35,52.93,2
75.72,37.75,0.83,0.76,83.55,24.61,0
82.56,28.67,1.42,4.99,95.14,22.59,0
66.03,47.26,0.92,3.5,73.02,33.66,0
82.69,46.25,5.6,1.73,78.67,31.86,0
69.18,69.91,2.73,4.87,34.31,57.94,2
68.71,51.09,3.86,4.35,92.44,42.76,1
53.9,34.15,0.24,5.25,85.35,39.8,1
90.57,23.63,9.88,0.5,52.66,33.22,0
67.96,67.31,0.94,2.53,73.63,38.76,1
75.97,61.99,2.23,1.88,71.62,35.78,0
52.47,71.21,0.37,2.65,89.4,32.45,0
71.65,30.64,0.74,0.61,56.98,27.09,0
49.66,86.77,5.48,2.37,45.08,59.05,2
86.73,15.13,5.9,1.05,50.2,20.94,0
84.13,64.19,5.65,3.59,77.94,54.77,2
59.2,11.81,4.02,3.17,21.6,46.39,1
56.87,34.19,15.24,0.47,0.06,65.59,2
99.7,81.22,3.54,0.41,77.88,29.29,0
65.1,66.63,2.98,2.53,65.5,48.48,2
80.87,39.08,1.42,1.6,60.37,23.75,0
86.82,39.62,0.52,1.63,33.89,30.37,0
61.78,52.01,3.97,2.79,25.8,47.49,2
92.95,60.28,1.89,3.86,47.31,43.82,1
59.23,75.03,3.71,0.55,67.23,40.34,1
68.57,40.88,1.15,1.62,48.28,41.28,1
75.04,17.76,9.11,3.53,78.0,38.32,1
65.2,53.14,30.0,4.12,40.92,94.72,2
93.44,40.85,1.95,0.68,49.61,28.87,0
46.97,23.99,9.24,0.22,74.06,46.79,1
71.4,55.95,10.32,0.53,52.46,44.2,1
94.26,45.74,27.7,5.82,53.45,83.09,2
60.71,56.13,2.1,1.24,47.13,33.33,0
84.91,32.11,7.05,1.08,43.42,37.38,0
41.19,59.73,1.3,0.03,67.08,38.44,1
49.75,23.66,4.9,0.1,69.67,27.65,0
79.46,33.45,6.1,2.21,64.54,31.82,0
54.52,45.14,6.76,1.78,47.68,46.78,1
71.81,84.84,1.16,1.71,55.97,43.51,1
68.69,65.7,9.44,0.23,91.92,39.56,1
94.68,71.54,2.73,0.87,31.58,39.83,1
68.98,78.34,1.22,3.35,97.72,35.39,0
72.92,100.0,3.91,0.38,61.99,45.17,1
82.8,50.83,9.95,4.29,56.4,50.79,2
65.6,78.41,17.07,0.26,79.07,61.27,2
81.93,70.25,6.9,0.37,18.65,54.77,2
95.15,69.92,0.03,1.3,87.61,28.97,0
57.32,85.48,0.72,5.81,97.15,51.54,2
75.48,41.61,0.4,0.8,81.76,26.15,0
58.72,40.03,0.53,2.15,17.95,46.53,1
31.16,56.4,2.41,1.78,75.28,46.19,1
65.2,46.35,2.07,0.32,92.92,31.86,0
89.81,56.37,0.6,0.57,90.85,16.74,0
77.19,81.25,10.7,5.32,31.84,59.9,2
43.67,40.44,4.78,0.41,80.33,33.92,0
87.59,43.91,7.96,2.37,95.91,40.41,1
91.85,53.49,2.32,6.69,60.59,42.42,1
64.42,45.43,2.64,0.25,30.95,41.81,1
44.49,11.72,1.91,1.02,76.57,28.31,0
62.62,38.4,2.89,0.51,81.08,33.0,0
85.44,63.75,4.71,0.5,57.22,37.54,0
61.36,78.75,3.4,0.25,36.19,49.43,2
80.92,26.91,9.1,2.1,79.64,38.48,1
88.22,26.81,11.52,2.74,44.62,43.12,1
81.53,50.6,3.17,2.26,67.95,36.87,0
76.41,8.49,1.37,5.17,91.16,25.08,0
84.37,41.1,14.52,0.31,26.82,51.63,2
46.93,15.28,6.64,0.77,78.16,31.9,0
40.27,77.38,5.11,0.84,55.87,54.79,2
66.88,34.61,6.84,0.53,56.39,36.19,0
73.32,83.06,0.4,0.31,70.29,41.72,1
77.08,72.27,0.35,1.33,44.57,31.47,0
82.83,37.07,0.83,3.6,36.5,41.8,1
71.28,28.56,0.8,6.18,24.32,38.82,1
46.0,46.13,2.73,0.28,84.64,38.28,1
83.93,47.91,0.86,3.46,52.57,32.04,0
61.07,56.92,9.64,3.48,71.4,57.62,2
65.15,34.47,4.31,0.99,50.3,37.34,0
41.83,64.93,2.3,0.23,36.76,43.19,1
55.79,55.31,0.36,9.21,73.05,62.84,2
56.09,43.19,4.47,2.13,66.56,46.58,1
48.51,35.76,0.62,8.06,55.26,56.92,2
49.78,46.3,6.8,1.32,66.04,43.73,1
85.11,33.66,8.12,1.01,40.79,43.47,1
75.35,51.17,3.93,0.57,81.21,24.84,0
60.91,51.71,0.81,8.22,85.85,38.11,1
61.09,55.23,7.73,0.58,75.19,35.69,0
83.03,85.32,1.84,0.05,52.56,34.18,0
57.04,47.35,1.26,1.44,61.19,34.2,0
77.0,70.09,3.18,0.95,91.38,31.11,0
87.11,54.59,12.8,0.61,85.62,39.15,1
91.99,45.24,1.76,2.01,99.88,18.17,0
54.66,47.62,11.8,0.91,44.39,46.01,1
59.75,48.82,0.28,1.03,42.6,39.71,1
80.03,55.6,0.44,0.05,62.69,26.8,0
84.22,30.81,6.0,1.78,68.14,28.77,0
68.36,20.69,1.06,0.26,57.15,32.46,0
37.26,63.09,1.9,0.48,52.21,47.0,1
70.05,67.96,0.73,2.53,85.35,36.61,0
58.17,64.91,2.02,0.75,58.19,46.03,1
85.3,53.1,1.65,0.36,35.7,26.46,0
92.73,65.34,6.67,1.72,38.01,45.11,1
64.55,64.27,6.05,0.48,64.94,47.97,2
63.56,65.75,15.5,0.63,100.0,51.74,2
72.64,32.81,6.44,1.94,40.48,36.32,0
84.66,28.06,5.93,2.69,53.7,34.1,0
67.24,42.23,5.92,2.69,100.0,36.94,0
91.28,49.65,10.73,1.32,50.31,33.81,0
54.85,45.16,1.76,1.21,69.11,29.91,0
75.8,12.47,1.78,3.1,97.52,31.16,0
90.34,84.43,6.76,0.43,40.97,49.44,2
72.01,44.52,1.3,0.33,53.81,38.95,1
68.29,53.45,12.15,2.19,50.31,60.84,2
45.21,74.89,3.83,1.05,29.64,59.57,2
86.99,3.1,1.78,2.48,91.39,13.72,0
81.56,39.77,7.48,0.59,48.29,40.43,1
65.65,42.26,1.87,0.79,42.48,44.4,1
98.32,43.27,16.52,4.54,51.11,61.36,2
81.72,46.53,20.37,1.1,78.58,55.53,2
72.25,78.94,5.5,1.79,62.26,47.46,2
74.27,63.47,0.6,0.23,44.17,38.71,1
80.44,69.16,1.53,0.39,68.18,30.14,0
63.23,50.94,3.62,0.07,76.25,36.63,0
48.65,22.01,9.53,1.1,59.52,42.58,1
86.24,8.41,1.02,9.01,55.3,37.45,0
72.5,19.41,0.55,4.14,80.32,23.08,0
57.33,57.2,0.39,2.0,56.42,39.21,1
71.69,50.64,3.54,3.95,92.16,34.47,0
49.2,45.8,10.8,1.8,44.85,66.89,2
87.62,42.63,0.22,0.92,44.38,23.65,0
89.23,90.23,1.19,0.38,41.92,42.07,1
81.92,33.54,5.91,2.12,55.22,32.19,0
58.56,68.56,8.74,0.43,60.05,51.98,2
63.1,50.04,8.24,1.08,33.49,53.39,2
85.71,48.78,7.69,3.5,61.94,35.11,0
84.12,73.53,0.7,0.28,71.31,23.63,0
95.65,79.25,2.53,0.28,30.69,34.7,0
74.48,45.21,20.91,0.51,49.58,55.17,2
69.74,65.98,22.5,1.61,71.35,69.49,2
68.06,57.28,4.61,0.58,38.21,45.84,1
66.35,50.15,6.18,1.4,53.68,39.34,1
52.78,54.09,15.11,0.72,81.76,56.42,2
73.95,36.24,2.99,1.41,95.9,23.58,0
